Contributor	X	Y	Z	n	s	sl
Cubes71	2042559	-1902198	-1178991	216	863568	723208
Cubes71	3027471	-2602319	-2163407	209	864064	438913
Cubes71	893735	-893725	-28830	250	864905	864896
Cubes71	1716919	-1644014	-851665	190	865254	792350
Cubes71	1321095	-1302915	-454497	27	866598	848419
Cubes71	3730172	-3051758	-2863538	64	866634	188221
Cubes71	-1250042	1238000	382378	64	867664	855623
Cubes71	-1001215	1000426	133343	8	867872	867084
Cubes71	1112881	-1108909	-244996	476	867885	863914
Cubes71	889058	-889054	-21168	16	867890	867887
Cubes71	979216	-978740	-111026	120	868190	867715
Cubes71	1952830	-1834255	-1084598	433	868232	749658
Cubes71	-2886025	2511242	2016642	151	869383	494601
Cubes71	2990614	-2581573	-2121060	27	869554	460514
Cubes71	2512555	-2252707	-1642334	928	870221	610374
Cubes71	1175653	-1168847	-303868	622	871785	864980
Cubes71	-3247507	2752116	2375460	53	872047	376657
Cubes71	-3332846	2807948	2459691	27	873155	348258
Cubes71	-1291969	1277206	418096	343	873873	859111
Cubes71	-1250004	1238580	375776	512	874228	862805
Cubes71	1046666	-1045124	-171683	685	874983	873442
Cubes71	902293	-902285	-26934	128	875359	875352
Cubes71	893263	-893261	-16854	2	876409	876408
Cubes71	-3524148	2932578	2647089	729	877059	285490
Cubes71	-3109752	2665782	2232636	216	877116	433147
Cubes71	2095671	-1950561	-1212501	729	883170	738061
Cubes71	-1419595	1393610	536290	125	883305	857321
Cubes71	-970495	970261	87111	837	883384	883151
Cubes71	3726738	-3065607	-2841750	729	884988	223858
Cubes71	-3509691	2929982	2624562	125	885129	305421
Cubes71	-1240152	1230425	354443	124	885709	875983
Cubes71	1678454	-1617643	-791342	269	887112	826302
Cubes71	911757	-911751	-24642	54	887115	887110
Cubes71	-2464026	2226698	1576716	512	887310	649983
Cubes71	-1821082	1735358	933454	8	887628	801905
Cubes71	2230057	-2054538	-1342196	785	887861	712343
Cubes71	921991	-921977	-32928	686	889063	889050
Cubes71	1949403	-1838975	-1059392	164	890011	779584
Cubes71	-3776592	3102550	2884484	216	892108	218067
Cubes71	-3211716	2743497	2319528	729	892188	423970
Cubes71	944784	-944730	-52487	1	892297	892244
Cubes71	-944838	944784	52489	1	892349	892296
Cubes71	-1403078	1380191	510415	694	892663	869777
Cubes71	-1366863	1347668	473386	441	893477	874283
Cubes71	-2325109	2128830	1429667	934	895442	699164
Cubes71	3324176	-2819932	-2427716	512	896460	392217
Cubes71	-962809	962706	65917	900	896892	896790
Cubes71	-1164414	1159696	267369	1	897045	892328
Cubes71	-1216312	1208944	319136	512	897176	889809
Cubes71	-2590502	2322774	1692943	623	897559	629832
Cubes71	-2271227	2091639	1368913	533	902314	722727
Cubes71	3685248	-3057409	-2779340	63	905908	278070
Cubes71	1490976	-1460348	-584893	27	906083	875456
Cubes71	1248778	-1240119	-342648	1	906130	897472
Cubes71	-3736048	3089547	2829672	179	906376	259876
Cubes71	3399404	-2876304	-2492635	925	906769	383670
Cubes71	-1603042	1558018	696199	343	906843	861820
Cubes71	-2794750	2472631	1886265	216	908485	586367
Cubes71	1933609	-1832411	-1024946	462	908663	807466
Cubes71	1528412	-1493662	-619748	8	908664	873915
Cubes71	-1086353	1084809	176075	27	910278	908735
Cubes71	-1391805	1372338	481389	216	910416	890950
Cubes71	3545788	-2973652	-2634500	64	911288	339153
Cubes71	-1233237	1225973	320585	889	912652	905389
Cubes71	943300	-943292	-27744	128	915556	915549
Cubes71	2272756	-2099002	-1355748	216	917008	743255
Cubes71	2881630	-2538118	-1964178	216	917452	573941
Cubes71	1077961	-1076802	-159214	729	918747	917589
Cubes71	-4014968	3272969	3095451	828	919517	177519
Cubes71	-1437855	1415196	517182	729	920673	898015
Cubes71	2141000	-1999776	-1220208	512	920792	779569
Cubes71	-4125896	3341597	3205006	253	920890	136592
Cubes71	2384230	-2185247	-1460926	1	923304	724322
Cubes71	2520681	-2286280	-1596009	512	924672	690272
Cubes71	-1330590	1317936	405291	27	925299	912646
Cubes71	-1952702	1852980	1027083	379	925619	825898
Cubes71	-1071574	1070671	145936	343	925638	924736
Cubes71	3227346	-2777344	-2301564	8	925782	475781
Cubes71	2996672	-2622263	-2070710	1	925962	551554
Cubes71	-1366906	1351516	440196	216	926710	911321
Cubes71	-1930545	1835530	1003632	343	926913	831899
Cubes71	944785	-944783	-17496	2	927289	927288
Cubes71	2671882	-2396897	-1743951	344	927931	652947
Cubes71	2158500	-2016228	-1229896	512	928604	786333
Cubes71	2244354	-2083032	-1313618	64	930736	769415
Cubes71	954086	-954082	-22188	16	931898	931895
Cubes71	1159783	-1156851	-227674	612	932109	929178
Cubes71	3539844	-2987586	-2605599	729	934245	381988
Cubes71	1387152	-1370876	-452832	64	934320	918045
Cubes71	2699076	-2420076	-1763994	216	935082	656083
Cubes71	-1581815	1544948	646601	818	935214	898348
Cubes71	1460878	-1437855	-525472	729	935406	912384
Cubes71	1511291	-1483397	-572483	811	938808	910915
Cubes71	3132477	-2722622	-2193594	901	938883	529029
Cubes71	972006	-971994	-32400	432	939606	939595
Cubes71	3825213	-3174805	-2883353	495	941860	291453
Cubes71	-1583982	1548048	641819	683	942163	906230
Cubes71	-989696	989664	45473	225	944223	944192
Cubes71	-1315502	1305647	370312	343	945190	935336
Cubes71	-2102062	1978437	1155870	125	946192	822568
Cubes71	-1018011	1017901	69929	459	948082	947973
Cubes71	1028196	-1028040	-79088	64	949108	948953
Cubes71	-1028352	1028196	79096	64	949256	949101
Cubes71	1282114	-1274592	-332853	379	949261	941740
Cubes71	1048576	-1048288	-98295	729	950281	949994
Cubes71	-1048864	1048576	98313	729	950551	950264
Cubes71	-1213102	1209029	261692	69	951410	947338
Cubes71	983045	-983035	-30720	250	952325	952316
Cubes71	-1953241	1861468	1000601	512	952640	860868
Cubes71	-2083290	1966288	1129098	64	954192	837191
Cubes71	982751	-982744	-27271	456	955480	955474
Cubes71	-2556985	2328026	1600624	575	956361	727403
Cubes71	985531	-985523	-28566	128	956965	956958
Cubes71	-1145307	1143612	188147	8	957160	955466
Cubes71	-2972182	2624631	2014527	206	957655	610105
Cubes71	2537642	-2314543	-1579719	322	957923	734825
Cubes71	1113334	-1112329	-155137	62	958197	957193
Cubes71	1054152	-1053888	-95824	512	958328	958065
Cubes71	-1690110	1643115	731628	27	958482	911488
Cubes71	-1054416	1054152	95840	512	958576	958313
Cubes71	-4062108	3337112	3102550	216	959558	234563
Cubes71	1658296	-1615933	-698388	27	959908	917546
Cubes71	-1166428	1164277	206170	181	960258	958108
Cubes71	-1562189	1531939	601117	363	961072	930823
Cubes71	-2094062	1977232	1132574	64	961488	844659
Cubes71	987699	-987693	-25992	54	961707	961702
Cubes71	1526778	-1500600	-564565	827	962213	936036
Cubes71	1068938	-1068592	-105841	663	963097	962752
Cubes71	1037232	-1037106	-74085	27	963147	963022
Cubes71	-4643487	3690814	3680247	64	963240	10568
Cubes71	-1037358	1037232	74091	27	963267	963142
Cubes71	1298114	-1290722	-333691	125	964423	957032
Cubes71	-2361998	2186355	1397029	272	964969	789327
Cubes71	-1168861	1166866	201349	64	967512	965518
Cubes71	1707132	-1659665	-738990	343	968142	920676
Cubes71	-1998659	1903135	1029429	785	969230	873707
Cubes71	-1030006	1029936	60621	701	969385	969316
Cubes71	-3037539	2677128	2067627	216	969912	609502
Cubes71	-1305548	1298114	335597	125	969951	962518
Cubes71	4552644	-3647091	-3579142	125	973502	67950
Cubes71	3072559	-2704294	-2097639	576	974920	606656
Cubes71	-1277784	1272113	302405	718	975379	969709
Cubes71	3233774	-2815025	-2257783	512	975991	557243
Cubes71	-2667102	2418146	1690642	216	976460	727505
Cubes71	-1083371	1083030	106275	64	977096	976756
Cubes71	1052016	-1051891	-74589	656	977427	977303
Cubes71	1197650	-1195168	-220070	368	977580	975099
Cubes71	1698036	-1653696	-720234	216	977802	933463
Cubes71	2199072	-2065842	-1220511	729	978561	845332
Cubes71	2135593	-2015903	-1156688	858	978905	859216
Cubes71	998251	-998249	-18150	2	980101	980100
Cubes71	1192353	-1190130	-211521	216	980832	978610
Cubes71	1911331	-1835621	-927278	678	984053	908344
Cubes71	1304790	-1298327	-320254	153	984536	978074
Cubes71	-1387925	1376511	402938	378	984987	973574
Cubes71	-1102990	1102547	117354	187	985636	985194
Cubes71	2478248	-2282789	-1492524	99	985724	790266
Cubes71	-2535358	2325953	1548607	8	986751	777347
Cubes71	1307881	-1301402	-321024	209	986857	980379
Cubes71	-1498350	1478254	511140	64	987210	967115
Cubes71	-4630798	3707115	3643264	27	987534	63852
Cubes71	3928550	-3277891	-2939984	125	988566	337908
Cubes71	1024345	-1024331	-35322	686	989023	989010
Cubes71	-1978578	1892619	988640	107	989938	903980
Cubes71	4717551	-3761519	-3726967	729	990584	34553
Cubes71	-1639004	1604581	647628	29	991376	956954
Cubes71	1263609	-1259418	-271482	729	992127	987937
Cubes71	1315742	-1309201	-323332	519	992410	985870
Cubes71	3369551	-2917560	-2376550	151	993001	541011
Cubes71	1323260	-1316368	-330241	447	993019	986128
Cubes71	-2920166	2608302	1927076	288	993090	681227
Cubes71	1116351	-1115912	-117943	216	998408	997970
Cubes71	-1476536	1459664	477824	512	998712	981841
Cubes71	4516424	-3649301	-3517658	811	998766	131644
Cubes71	1022210	-1022206	-23232	16	998978	998975
Cubes71	1029004	-1028996	-29400	128	999604	999597
Cubes71	-1719075	1676046	719204	125	999871	956843
Cubes71	-1956198	1877490	953802	216	1002396	923689
Cubes71	-1321151	1314955	318444	308	1002707	996512
Cubes71	-2477483	2289554	1474322	125	1003161	815233
Cubes71	-1975645	1894083	971236	918	1004409	922848
Cubes71	-1337872	1330940	333313	449	1004559	997628
Cubes71	2926478	-2621185	-1917839	8	1008639	703347
Cubes71	-1413292	1402159	404505	216	1008787	997655
Cubes71	1303363	-1298345	-294241	1	1009122	1004105
Cubes71	-1368351	1360062	359028	729	1009323	1001035
Cubes71	-2677854	2442197	1667499	8	1010355	774699
Cubes71	-3088344	2736363	2077554	27	1010790	658810
Cubes71	-1764886	1718009	752736	529	1012150	965274
Cubes71	1259414	-1256294	-245572	512	1013842	1010723
Cubes71	-1901026	1834313	887141	942	1013885	947173
Cubes71	-2005399	1921123	991477	1	1013922	929647
Cubes71	-3377688	2936868	2363584	64	1014104	573285
Cubes71	-2706913	2466454	1690391	638	1016522	776064
Cubes71	-1216168	1214382	199274	160	1016894	1015109
Cubes71	-4554120	3689009	3537010	729	1017110	152000
Cubes71	1778344	-1730782	-760178	64	1018166	970605
Cubes71	-1600141	1574095	581697	27	1018444	992399
Cubes71	-2204221	2083670	1184708	51	1019513	898963
Cubes71	4782250	-3829522	-3761212	224	1021038	68311
Cubes71	-1194976	1193793	171711	512	1023265	1022083
Cubes71	-3628044	3110079	2604742	343	1023302	505338
Cubes71	2910482	-2618216	-1885804	8	1024678	732413
Cubes71	1235297	-1233257	-210471	369	1024826	1022787
Cubes71	1119744	-1119528	-93306	216	1026438	1026223
Cubes71	-1119960	1119744	93318	216	1026642	1026427
Cubes71	-3534582	3051219	2506746	27	1027836	544474
Cubes71	4733032	-3806760	-3705084	64	1027948	101677
Cubes71	4146050	-3448884	-3115692	8	1030358	333193
Cubes71	1096323	-1096245	-65517	729	1030806	1030729
Cubes71	-2607088	2399494	1574717	125	1032371	824778
Cubes71	1426674	-1416564	-394288	8	1032386	1022277
Cubes71	1053697	-1053695	-18816	2	1034881	1034880
Cubes71	4064590	-3401580	-3029045	875	1035545	372536
Cubes71	2408625	-2249748	-1372734	729	1035891	877015
Cubes71	-1832048	1780592	795656	512	1036392	984937
Cubes71	-2264453	2137274	1227292	235	1037161	909983
Cubes71	1072482	-1072470	-34596	432	1037886	1037875
Cubes71	-1830233	1779349	792249	461	1037984	987101
Cubes71	-1436856	1426674	397100	8	1039756	1029575
Cubes71	-1166744	1166243	126933	360	1039811	1039311
Cubes71	-2989105	2682495	1949069	259	1040036	733427
Cubes71	-3009369	2697003	1969214	962	1040155	727790
Cubes71	1067745	-1067739	-27378	54	1040367	1040362
Cubes71	-2780788	2532256	1739732	512	1041056	792525
Cubes71	3284378	-2890084	-2243313	151	1041065	646772
Cubes71	-1169964	1169462	127251	35	1042713	1042212
Cubes71	1073737	-1073729	-30246	128	1043491	1043484
Cubes71	-4567876	3722198	3523403	843	1044473	198796
Cubes71	4920265	-3934499	-3875489	957	1044776	59011
Cubes71	1620367	-1595814	-575376	343	1044991	1020439
Cubes71	1078115	-1078105	-32670	250	1045445	1045436
Cubes71	1097998	-1097961	-51149	362	1046849	1046813
Cubes71	1491506	-1478473	-441779	260	1049727	1036695
Cubes71	-1138477	1138300	88286	323	1050191	1050015
Cubes71	1415892	-1407951	-362137	584	1053755	1045815
Cubes71	4732502	-3831981	-3677209	538	1055293	154773
Cubes71	2049903	-1968705	-994502	694	1055401	974204
Cubes71	-1530693	1515387	474027	729	1056666	1041361
Cubes71	-2590698	2397816	1532865	729	1057833	864952
Cubes71	-1224656	1223624	166784	512	1057872	1056841
Cubes71	3288993	-2903439	-2230882	170	1058111	672558
Cubes71	2176955	-2073743	-1118405	343	1058550	955339
Cubes71	-1703514	1672332	643548	216	1059966	1028785
Cubes71	-2396353	2249567	1334580	286	1061773	914988
Cubes71	1614594	-1592706	-552736	512	1061858	1039971
Cubes71	1156223	-1156023	-92908	88	1063315	1063116
Cubes71	1449750	-1440552	-386261	811	1063489	1054292
Cubes71	4410288	-3642103	-3346294	961	1063994	295810
Cubes71	-3938513	3342899	2873922	450	1064591	468978
Cubes71	1924686	-1866000	-858398	64	1066288	1007603
Cubes71	2848788	-2594175	-1782282	729	1066506	811894
Cubes71	-2350402	2215519	1282529	440	1067873	932991
Cubes71	1240595	-1239480	-172619	216	1067976	1066862
Cubes71	1093502	-1093498	-24300	16	1069202	1069199
Cubes71	4624576	-3780697	-3553317	90	1071259	227381
Cubes71	-2064420	1985117	991758	125	1072662	993360
Cubes71	1101509	-1101504	-26304	701	1075205	1075201
Cubes71	-4026542	3408595	2950279	426	1076263	458317
Cubes71	2480246	-2320352	-1403508	216	1076738	916845
Cubes71	1185921	-1185624	-107802	729	1078119	1077823
Cubes71	-1186218	1185921	107820	729	1078398	1078102
Cubes71	-1691568	1664331	612749	8	1078819	1051583
Cubes71	1105268	-1105264	-24474	664	1080794	1080791
Cubes71	-1782463	1745688	700231	216	1082232	1045458
Cubes71	2436834	-2289063	-1352862	729	1083972	936202
Cubes71	1222276	-1221688	-138105	279	1084171	1083584
Cubes71	1434018	-1427079	-349254	729	1084764	1077826
Cubes71	2754670	-2533074	-1669063	729	1085607	864012
Cubes71	-2821008	2582517	1735361	782	1085647	847157
Cubes71	1750249	-1717710	-664572	1	1085677	1053139
Cubes71	1653618	-1630996	-567792	8	1085826	1063205
Cubes71	-4984051	4014270	3895639	468	1088412	118632
Cubes71	1572824	-1557363	-484337	324	1088487	1073027
Cubes71	1119748	-1119740	-31104	128	1088644	1088637
Cubes71	4018082	-3412620	-2929022	720	1089060	483599
Cubes71	3148922	-2823422	-2057993	343	1090929	765430
Cubes71	1111159	-1111157	-19494	2	1091665	1091664
Cubes71	3992007	-3398960	-2898420	343	1093587	500541
Cubes71	1943652	-1888226	-848287	729	1095365	1039940
Cubes71	1134007	-1133993	-37800	686	1096207	1096194
Cubes71	1847696	-1805308	-751406	8	1096290	1053903
Cubes71	2169280	-2078128	-1072459	269	1096821	1005670
Cubes71	-1211828	1211484	114854	216	1096974	1096631
Cubes71	-1983790	1924386	879602	664	1104188	1044785
Cubes71	1179648	-1179552	-73726	8	1105922	1105827
Cubes71	-4182082	3531322	3076105	505	1105977	455218
Cubes71	-1179744	1179648	73730	8	1106014	1105919
Cubes71	1911190	-1862368	-804886	512	1106304	1057483
Cubes71	1951008	-1896760	-844560	512	1106448	1052201
Cubes71	-1266004	1265172	158712	512	1107292	1106461
Cubes71	-1162183	1162143	54522	368	1107661	1107622
Cubes71	1822078	-1784860	-713459	973	1108619	1071402
Cubes71	-1688965	1665945	579222	548	1109743	1086724
Cubes71	-1466915	1459838	356912	125	1110003	1102927
Cubes71	1668803	-1647658	-558738	43	1110065	1088921
Cubes71	-1460775	1454019	350474	908	1110301	1103546
Cubes71	1172889	-1172832	-61730	1	1111159	1111103
Cubes71	-1172946	1172889	61732	1	1111214	1111158
Cubes71	-3688461	3209639	2577095	313	1111366	632545
Cubes71	-2357482	2235470	1245231	223	1112251	990240
Cubes71	1955223	-1901544	-842908	71	1112315	1058637
Cubes71	-1795853	1762491	681722	342	1114131	1080770
Cubes71	-3776584	3272711	2659526	303	1117058	613186
Cubes71	1215075	-1214866	-97454	315	1117621	1117413
Cubes71	1467581	-1460967	-349095	503	1118486	1111873
Cubes71	3546682	-3117466	-2428150	872	1118532	689317
Cubes71	1411622	-1407542	-289726	584	1121896	1117817
Cubes71	-2611411	2438938	1488897	414	1122514	950042
Cubes71	1152003	-1151997	-28800	54	1123203	1123198
Cubes71	-1661103	1642122	537552	729	1123551	1104571
Cubes71	-1669518	1649840	545823	935	1123695	1104018
Cubes71	-1584252	1571625	455199	216	1129053	1116427
Cubes71	-2476444	2335672	1347280	64	1129164	988393
Cubes71	-3215502	2892011	2084584	27	1130918	807428
Cubes71	1360504	-1358360	-228220	64	1132284	1130141
Cubes71	1698089	-1677100	-563921	8	1134168	1113180
Cubes71	1167055	-1167047	-31974	128	1135081	1135074
Cubes71	2579109	-2418774	-1443013	8	1136096	975762
Cubes71	1438212	-1433855	-299833	216	1138379	1134023
Cubes71	4432235	-3717065	-3293125	125	1139110	423941
Cubes71	-1277148	1276616	137545	729	1139603	1139072
Cubes71	4589426	-3817704	-3448884	8	1140542	368821
Cubes71	2313577	-2208348	-1173025	216	1140552	1035324
Cubes71	1981042	-1929312	-840273	343	1140769	1089040
Cubes71	1168034	-1168030	-25392	16	1142642	1142639
Cubes71	1179654	-1179642	-36864	432	1142790	1142779
Cubes71	4057803	-3478056	-2913894	27	1143909	564163
Cubes71	1179125	-1179115	-34680	250	1144445	1144436
Cubes71	1455016	-1450434	-307266	496	1147750	1143169
Cubes71	1213669	-1213606	-65295	918	1148374	1148312
Cubes71	5536221	-4400388	-4387797	216	1148424	12592
Cubes71	-2395327	2277026	1246631	384	1148696	1030396
Cubes71	-1467833	1462855	317701	939	1150132	1145155
Cubes71	1170673	-1170671	-20184	2	1150489	1150488
Cubes71	2596036	-2437135	-1445457	288	1150579	991679
Cubes71	-1469894	1464870	318972	64	1150922	1145899
Cubes71	-2651156	2480246	1500216	216	1150940	980031
Cubes71	2723412	-2536264	-1571988	512	1151424	964277
Cubes71	-1829652	1798045	678223	884	1151429	1119823
Cubes71	-2911959	2679496	1760239	776	1151720	919258
Cubes71	-2369992	2257630	1217570	512	1152422	1040061
Cubes71	2282927	-2186976	-1128733	970	1154194	1058244
Cubes71	1761460	-1737220	-605996	64	1155464	1131225
Cubes71	-2325460	2222252	1169890	8	1155570	1052363
Cubes71	2780994	-2582672	-1623745	711	1157249	958928
Cubes71	4118383	-3527836	-2960447	208	1157936	567390
Cubes71	-2311700	2211641	1153725	846	1157975	1057917
Cubes71	-2468694	2340696	1304715	27	1163979	1035982
Cubes71	-2061054	2003166	895113	729	1165941	1108054
Cubes71	-4076787	3506543	2909957	97	1166830	596587
Cubes71	1650381	-1636485	-482880	216	1167501	1153606
Cubes71	-2593669	2441147	1426148	6	1167521	1015000
Cubes71	2024649	-1972128	-856932	729	1167717	1115197
Cubes71	1733940	-1713595	-566040	125	1167900	1147556
Cubes71	2070271	-2011578	-901842	271	1168429	1109737
Cubes71	-1252818	1252694	83578	504	1169240	1169117
Cubes71	-2282231	2190405	1112769	343	1169462	1077637
Cubes71	-4146336	3554376	2976848	512	1169488	577529
Cubes71	-1318392	1317773	147763	576	1170629	1170011
Cubes71	-2306477	2211849	1131618	748	1174859	1080232
Cubes71	2087083	-2027733	-910062	622	1177021	1117672
Cubes71	2163180	-2092599	-986088	729	1177092	1106512
Cubes71	-1402092	1400161	224881	434	1177211	1175281
Cubes71	1468406	-1464580	-291167	953	1177239	1173414
Cubes71	-2790488	2598019	1612555	462	1177933	985465
Cubes71	2176119	-2103950	-997206	343	1178913	1106745
Cubes71	1626721	-1615373	-447244	460	1179477	1168130
Cubes71	-2943719	2716361	1761503	449	1182216	954859
Cubes71	2781186	-2592717	-1598403	216	1182783	994315
Cubes71	1215676	-1215668	-32856	128	1182820	1182813
Cubes71	-1759587	1738863	575127	27	1184460	1163737
Cubes71	-2865900	2658504	1680914	8	1184986	977591
Cubes71	1285245	-1285050	-98860	125	1186385	1186191
Cubes71	-1285440	1285245	98870	125	1186570	1186376
Cubes71	2757191	-2575706	-1570358	343	1186833	1005349
Cubes71	-1377738	1376577	187632	729	1190106	1188946
Cubes71	-1582759	1574773	390867	801	1191892	1183907
Cubes71	2310715	-2219830	-1118504	811	1192211	1101327
Cubes71	-3678123	3253064	2484410	277	1193713	768655
Cubes71	1961565	-1921796	-766206	973	1195359	1155591
Cubes71	5511538	-4432908	-4314511	729	1197027	118398
Cubes71	1306368	-1306116	-108857	343	1197511	1197260
Cubes71	-1306620	1306368	108871	343	1197749	1197498
Cubes71	1450570	-1448154	-247851	685	1202719	1200304
Cubes71	-4495978	3807163	3292668	27	1203310	514496
Cubes71	-2008415	1964447	804404	512	1204011	1160044
Cubes71	-1850116	1823538	645549	125	1204567	1177990
Cubes71	3032476	-2793293	-1826336	363	1206140	966958
Cubes71	-2796602	2614746	1586796	64	1209806	1027951
Cubes71	-3387781	3056480	2177731	350	1210050	878750
Cubes71	1240581	-1240575	-30258	54	1210323	1210318
Cubes71	1877814	-1849329	-667031	64	1210783	1182299
Cubes71	1251229	-1251215	-40362	686	1210867	1210854
Cubes71	1232275	-1232273	-20886	2	1211389	1211388
Cubes71	-1744251	1727727	530613	729	1213638	1197115
Cubes71	-2995700	2768802	1781886	64	1213814	986917
Cubes71	-1855740	1829784	641852	512	1213888	1187933
Cubes71	-3224413	2939516	2010286	755	1214127	929231
Cubes71	1568516	-1562474	-354162	144	1214354	1208313
Cubes71	1339198	-1338849	-123360	343	1215838	1215490
Cubes71	-1911355	1880206	695105	566	1216250	1185102
Cubes71	1336336	-1336030	-117903	729	1218433	1218128
Cubes71	-1336642	1336336	117921	729	1218721	1218416
Cubes71	1245878	-1245874	-26508	16	1219370	1219367
Cubes71	-4265995	3668291	3046454	960	1219541	621838
Cubes71	5250160	-4295307	-4030381	216	1219779	264927
Cubes71	-2733651	2569263	1513677	729	1219974	1055587
Cubes71	1877082	-1850116	-654963	125	1222119	1195154
Cubes71	-2620369	2480490	1397665	216	1222704	1082826
Cubes71	5640432	-4535139	-4416928	197	1223504	118212
Cubes71	-4968966	4124619	3744837	216	1224129	379783
Cubes71	-3802277	3359032	2574827	118	1227450	784206
Cubes71	-2085064	2035600	857239	775	1227825	1178362
Cubes71	-2254617	2181533	1025601	125	1229016	1155933
Cubes71	3430001	-3097098	-2199878	657	1230123	897221
Cubes71	-1423955	1422774	192901	650	1231054	1229874
Cubes71	1265629	-1265621	-33750	128	1231879	1231872
Cubes71	2496603	-2383626	-1263775	476	1232828	1119852
Cubes71	-1774120	1757248	540388	64	1233732	1216861
Cubes71	-2256507	2184263	1022365	729	1234142	1161899
Cubes71	-4059092	3540611	2822844	27	1236248	717768
Cubes71	-1987433	1951054	750806	343	1236627	1200249
Cubes71	2974624	-2763261	-1734856	27	1239768	1028406
Cubes71	-5710140	4592648	4469974	216	1240166	122675
Cubes71	-1676691	1667078	431981	322	1244710	1235098
Cubes71	2194884	-2133855	-950130	729	1244754	1183726
Cubes71	3598768	-3226768	-2351992	512	1246776	874777
Cubes71	1286255	-1286245	-36750	250	1249505	1249496
Cubes71	3134982	-2889022	-1885005	395	1249977	1004018
Cubes71	-3613766	3240417	2361415	992	1252351	879003
Cubes71	-1553260	1549536	299589	125	1253671	1249948
Cubes71	1293738	-1293726	-39204	432	1254534	1254523
Cubes71	-2355563	2272773	1099795	245	1255768	1172979
Cubes71	5314002	-4366062	-4058151	729	1255851	307912
Cubes71	-2289986	2217497	1033744	1	1256242	1183754
Cubes71	-3745134	3335764	2488547	963	1256587	847218
Cubes71	-2308725	2233528	1051836	883	1256889	1181693
Cubes71	5677866	-4589973	-4419867	216	1257999	170107
Cubes71	1370287	-1370036	-112231	856	1258056	1257806
Cubes71	2123826	-2075042	-864054	424	1259772	1210989
Cubes71	2031483	-1993716	-771354	27	1260129	1222363
Cubes71	-1363521	1363332	101769	216	1261752	1261564
Cubes71	-4983257	4166357	3718742	188	1264515	447616
Cubes71	-2215464	2155523	950584	27	1264880	1204940
Cubes71	-1847187	1827947	579792	8	1267395	1248156
Cubes71	-4222110	3671085	2954480	125	1267630	716606
Cubes71	4270363	-3705274	-3000164	379	1270199	705111
Cubes71	3453602	-3134064	-2183379	125	1270223	950686
Cubes71	-1450936	1450002	180646	288	1270290	1269357
Cubes71	-3195136	2943003	1924581	512	1270555	1018423
Cubes71	-1947524	1919886	676818	64	1270706	1243069
Cubes71	-2993483	2789786	1722625	694	1270858	1067162
Cubes71	2718532	-2574801	-1445636	911	1272896	1129166
Cubes71	4691450	-3985617	-3418393	430	1273057	567225
Cubes71	-1911291	1887419	636907	531	1274384	1250513
Cubes71	1296001	-1295999	-21600	2	1274401	1274400
Cubes71	-2088969	2046899	814193	547	1274776	1232707
Cubes71	-2467014	2370654	1191505	145	1275509	1179150
Cubes71	1366875	-1366740	-91122	27	1275753	1275619
Cubes71	-2585760	2468475	1309878	27	1275882	1158598
Cubes71	-1367010	1366875	91128	27	1275882	1275748
Cubes71	-2253480	2190820	975504	64	1277976	1215317
Cubes71	-3681754	3303258	2402300	448	1279454	900959
Cubes71	-4516910	3876261	3236871	892	1280039	639391
Cubes71	-4800176	4062102	3518992	920	1281184	543111
Cubes71	1316932	-1316924	-34656	128	1282276	1282269
Cubes71	1738426	-1727896	-456117	27	1282309	1271780
Cubes71	4520455	-3880632	-3237504	343	1282951	643129
Cubes71	1613971	-1609324	-330835	512	1283136	1278490
Cubes71	1382976	-1382808	-98780	64	1284196	1284029
Cubes71	-1383144	1382976	98788	64	1284356	1284189
Cubes71	5916290	-4758450	-4631355	125	1284935	127096
Cubes71	4693140	-3997398	-3405466	512	1287674	591933
Cubes71	-4159020	3641551	2870417	864	1288603	771135
Cubes71	3445938	-3137956	-2155872	8	1290066	982085
Cubes71	-4050052	3569504	2756836	512	1293216	812669
Cubes71	1504449	-1503078	-210300	297	1294149	1292779
Cubes71	2194425	-2142861	-899404	980	1295021	1243458
Cubes71	-1598206	1594605	301956	125	1296250	1292650
Cubes71	-2877164	2708534	1580378	512	1296786	1128157
Cubes71	-4525512	3894500	3227346	8	1298166	667155
Cubes71	1327106	-1327102	-27648	16	1299458	1299455
Cubes71	1446370	-1445868	-146581	27	1299789	1299288
Cubes71	5595258	-4577637	-4295307	216	1299951	282331
Cubes71	1833027	-1817942	-532282	27	1300745	1285661
Cubes71	2296150	-2232121	-994895	64	1301255	1237227
Cubes71	-1875063	1857000	573567	216	1301496	1283434
Cubes71	1333587	-1333581	-31752	54	1301835	1301830
Cubes71	1468824	-1468110	-166539	405	1302285	1301572
Cubes71	2882256	-2714476	-1579793	783	1302463	1134684
Cubes71	1868607	-1851205	-565243	511	1303364	1285963
Cubes71	2264048	-2204928	-960312	512	1303736	1244617
Cubes71	5780449	-4694482	-4476217	368	1304232	218266
Cubes71	1608988	-1605390	-303230	272	1305758	1302161
Cubes71	1589804	-1586840	-282028	512	1307776	1304813
Cubes71	-5084778	4266105	3775679	512	1309099	490427
Cubes71	3663458	-3306361	-2352647	8	1310811	953715
Cubes71	-1908474	1888818	596810	8	1311664	1292009
Cubes71	4638217	-3978850	-3325968	81	1312249	652883
