Contributor	X	Y	Z	n	s	sl
Cubes71	-4664628	3998673	3348954	729	1315674	649720
Cubes71	6030822	-4856432	-4714806	64	1316016	141627
Cubes71	-2534484	2437211	1217230	27	1317254	1219982
Cubes71	5228472	-4363930	-3911039	729	1317433	452892
Cubes71	-1861546	1845980	543421	125	1318125	1302560
Cubes71	1482627	-1481955	-164230	8	1318397	1317726
Cubes71	1365814	-1365796	-46529	919	1319285	1319268
Cubes71	-1379083	1379046	59543	556	1319540	1319504
Cubes71	4532572	-3916211	-3209358	605	1323214	706854
Cubes71	-2530843	2435850	1206832	261	1324011	1229019
Cubes71	-6336821	5047850	5011092	27	1325729	36759
Cubes71	-2731623	2603037	1400181	27	1331442	1202857
Cubes71	-4550076	3933858	3217988	8	1332088	715871
Cubes71	1376263	-1376249	-43008	686	1333255	1333242
Cubes71	1522115	-1521156	-188157	566	1333958	1333000
Cubes71	1369603	-1369595	-35574	128	1334029	1334022
Cubes71	-2608264	2503320	1271736	512	1336528	1231585
Cubes71	-5664888	4653825	4326726	729	1338162	327100
Cubes71	-1643459	1639942	305230	309	1338229	1334713
Cubes71	2217996	-2170962	-879166	512	1338830	1291797
Cubes71	1500687	-1500064	-161437	106	1339250	1338628
Cubes71	1361887	-1361885	-22326	2	1339561	1339560
Cubes71	-4834891	4129009	3493237	811	1341654	635773
Cubes71	1646689	-1643193	-305022	64	1341667	1338172
Cubes71	-2653356	2542754	1308425	673	1344931	1234330
Cubes71	-1711566	1705981	365739	64	1345827	1340243
Cubes71	-1638289	1635214	291280	775	1347009	1343935
Cubes71	-4117792	3648484	2770072	64	1347720	878413
Cubes71	2539676	-2449032	-1191630	8	1348046	1257403
Cubes71	4228978	-3726404	-2879963	741	1349015	846442
Cubes71	-2360824	2297784	1008646	216	1352178	1289139
Cubes71	-1499371	1498914	145515	8	1353856	1353400
Cubes71	6301003	-5054223	-4946843	353	1354160	107381
Cubes71	5269926	-4420280	-3914644	792	1355282	505637
Cubes71	1959261	-1940038	-602957	216	1356304	1337082
Cubes71	1399685	-1399675	-38880	250	1360805	1360796
Cubes71	-2560734	2470196	1197876	8	1362858	1272321
Cubes71	2292618	-2240493	-929622	27	1362996	1310872
Cubes71	-5824277	4774188	4460642	27	1363635	313547
Cubes71	5318682	-4460478	-3951750	216	1366932	508729
Cubes71	1440000	-1439940	-71999	1	1368001	1367942
Cubes71	-1440060	1440000	72001	1	1368059	1368000
Cubes71	1492992	-1492704	-124408	512	1368584	1368297
Cubes71	-1493280	1492992	124424	512	1368856	1368569
Cubes71	-4712776	4068292	3342328	64	1370448	725965
Cubes71	2674722	-2567106	-1304132	64	1370590	1262975
Cubes71	1500625	-1500310	-128616	729	1372009	1371695
Cubes71	1772269	-1765446	-400093	216	1372176	1365354
Cubes71	-1500940	1500625	128634	729	1372306	1371992
Cubes71	1435270	-1435231	-62232	441	1373038	1373000
Cubes71	1414950	-1414938	-41616	432	1373334	1373323
Cubes71	1482566	-1482369	-109107	44	1373459	1373263
Cubes71	1391603	-1391602	-17977	186	1373626	1373626
Cubes71	3950182	-3545092	-2575551	729	1374631	969542
Cubes71	-2730432	2614146	1355693	125	1374739	1258454
Cubes71	4270693	-3770770	-2895551	406	1375142	875220
Cubes71	3409134	-3148503	-2033622	729	1375512	1114882
Cubes71	4322445	-3807177	-2946267	729	1376178	860911
Cubes71	-3309742	3073722	1932444	944	1377298	1141279
Cubes71	-4603796	3999818	3226406	512	1377390	773413
Cubes71	-1770506	1764081	391926	1	1378580	1372156
Cubes71	2187106	-2149749	-807727	684	1379379	1342023
Cubes71	3688676	-3358998	-2307738	512	1380938	1051261
Cubes71	6659681	-5294009	-5277550	512	1382131	16460
Cubes71	1411790	-1411786	-28812	16	1382978	1382975
Cubes71	-1837120	1827919	452569	568	1384551	1375351
Cubes71	-5580283	4641894	4193562	125	1386721	448333
Cubes71	1423660	-1423652	-36504	128	1387156	1387149
Cubes71	-1465670	1465596	78127	119	1387543	1387470
Cubes71	4841019	-4166016	-3452346	27	1388673	713671
Cubes71	-2050359	2027274	660294	729	1390065	1366981
Cubes71	2641291	-2545453	-1245889	125	1395402	1299565
Cubes71	3366531	-3124548	-1970427	216	1396104	1154122
Cubes71	1431129	-1431123	-33282	54	1397847	1397842
Cubes71	2080728	-2056314	-679248	216	1401480	1377067
Cubes71	4048614	-3630114	-2645991	729	1402623	984124
Cubes71	1725358	-1721637	-321268	27	1404090	1400370
Cubes71	2028641	-2008780	-623866	825	1404775	1384915
Cubes71	4387746	-3869471	-2982769	216	1404977	886703
Cubes71	1429969	-1429967	-23064	2	1406905	1406904
Cubes71	1873073	-1863507	-464423	207	1408650	1399085
Cubes71	-3496723	3229419	2085815	367	1410908	1143605
Cubes71	-3095555	2919590	1684100	125	1411455	1235491
Cubes71	-1845420	1837389	433907	512	1411513	1403483
Cubes71	2186048	-2153328	-773118	8	1412930	1380211
Cubes71	-2271352	2229776	858064	512	1413288	1371713
Cubes71	2068607	-2046573	-654102	818	1414505	1392472
Cubes71	1503378	-1503276	-88432	8	1414946	1414845
Cubes71	-1503480	1503378	88436	8	1415044	1414943
Cubes71	1700630	-1697950	-285275	125	1415355	1412676
Cubes71	1930024	-1917802	-513900	216	1416124	1403903
Cubes71	1994269	-1978061	-576715	253	1417554	1401347
Cubes71	2512238	-2440978	-1094554	456	1417684	1346425
Cubes71	-2709216	2608343	1288559	790	1420657	1319785
Cubes71	3132585	-2952206	-1711152	1	1421433	1241055
Cubes71	1542294	-1542060	-118632	216	1423662	1423429
Cubes71	2078211	-2056340	-654531	640	1423680	1401810
Cubes71	-1542528	1542294	118644	216	1423884	1423651
Cubes71	-1708867	1706252	283867	8	1425000	1422386
Cubes71	3898442	-3535269	-2469698	387	1428744	1065572
Cubes71	-2014721	1998153	584900	216	1429821	1413254
Cubes71	6648150	-5334208	-5217788	216	1430362	116421
Cubes71	-3124935	2949432	1693647	216	1431288	1255786
Cubes71	-2700657	2604067	1268009	99	1432648	1336059
Cubes71	6609669	-5314531	-5175831	827	1433838	138701
Cubes71	-6093162	5005668	4653825	729	1439337	351844
Cubes71	2491179	-2427403	-1049883	125	1441296	1377521
Cubes71	1479121	-1479113	-37446	128	1441675	1441668
Cubes71	-3141093	2965848	1698861	216	1442232	1266988
Cubes71	-1749248	1746102	306620	216	1442628	1439483
Cubes71	2201825	-2171525	-757495	125	1444330	1414031
Cubes71	-2623108	2541547	1177301	512	1445807	1364247
Cubes71	2189635	-2160931	-741368	352	1448267	1419564
Cubes71	-1572163	1571914	122673	414	1449490	1449242
Cubes71	4789906	-4172367	-3340024	729	1449882	832344
Cubes71	1948534	-1937723	-496589	768	1451945	1441135
Cubes71	4373769	-3887474	-2920907	542	1452862	966568
Cubes71	-1736798	1734266	283890	504	1452908	1450377
Cubes71	2322404	-2281057	-869418	439	1452986	1411640
Cubes71	1509361	-1509347	-45738	686	1463623	1463610
Cubes71	1804940	-1800894	-340434	512	1464506	1460461
Cubes71	-4000653	3627219	2535963	729	1464690	1091257
Cubes71	2547054	-2480544	-1080351	729	1466703	1400194
Cubes71	-1785195	1781867	316681	729	1468514	1465187
Cubes71	1500002	-1499998	-30000	16	1470002	1469999
Cubes71	-5645565	4750085	4174756	216	1470809	575330
Cubes71	-6315071	5170797	4843037	315	1472034	327761
Cubes71	-4284211	3834954	2811948	125	1472263	1023007
Cubes71	-2204448	2177427	730067	854	1474381	1447361
Cubes71	-6202253	5103506	4727605	64	1474648	375902
Cubes71	1500283	-1500281	-23814	2	1476469	1476468
Cubes71	1519595	-1519585	-41070	250	1478525	1478516
Cubes71	2255542	-2224390	-776901	387	1478641	1447490
Cubes71	5085365	-4389926	-3606574	125	1478791	783353
Cubes71	-2579355	2510842	1100128	965	1479227	1410715
Cubes71	-1575210	1575092	95767	351	1479443	1479326
Cubes71	-2247525	2217381	766710	216	1480815	1450672
Cubes71	1562828	-1562761	-78886	15	1483942	1483876
Cubes71	-6471742	5278711	4986211	874	1485531	292501
Cubes71	2853869	-2745598	-1365548	125	1488321	1380051
Cubes71	-4380249	3912453	2890614	972	1489635	1021840
Cubes71	5949722	-4958258	-4460057	343	1489665	498202
Cubes71	2216512	-2190275	-725674	829	1490838	1464602
Cubes71	3690417	-3409899	-2197528	62	1492889	1212372
Cubes71	2501320	-2445558	-1007767	225	1493553	1437792
Cubes71	1536004	-1535996	-38400	128	1497604	1497597
Cubes71	1533315	-1533309	-34848	54	1498467	1498462
Cubes71	2123200	-2105080	-623998	8	1499202	1481083
Cubes71	-1913116	1906643	413758	323	1499358	1492886
Cubes71	1543506	-1543494	-44100	432	1499406	1499395
Cubes71	-2103379	2086728	603001	414	1500378	1483728
Cubes71	-2582148	2517430	1080752	216	1501396	1436679
Cubes71	-2934297	2816235	1430703	729	1503594	1385533
Cubes71	-2112336	2095500	606932	512	1505404	1488569
Cubes71	2189261	-2166886	-682880	125	1506381	1484007
Cubes71	-2187605	2165369	681132	252	1506473	1484238
Cubes71	5762313	-4852465	-4255704	8	1506609	596762
Cubes71	-2182489	2160883	673645	343	1508844	1487239
Cubes71	-2637125	2566562	1127446	739	1509679	1439117
Cubes71	6954572	-5593538	-5444135	1	1510437	149404
Cubes71	-5789004	4873645	4277101	362	1511903	596545
Cubes71	1772950	-1771112	-258704	408	1514246	1512409
Cubes71	-3662536	3397907	2147115	862	1515421	1250793
Cubes71	-1944354	1937631	423556	343	1520798	1514076
Cubes71	-3128684	2980211	1607829	216	1520855	1372383
Cubes71	-5066532	4405302	3545376	216	1521156	859927
Cubes71	-2039854	2028633	518386	729	1521468	1510248
Cubes71	2706270	-2629094	-1181138	344	1525132	1447957
Cubes71	5410404	-4637408	-3885192	64	1525212	752217
Cubes71	-1824252	1821573	298911	540	1525341	1522663
Cubes71	2870945	-2769144	-1344242	153	1526703	1424903
Cubes71	2667516	-2596173	-1140267	216	1527249	1455907
Cubes71	1956087	-1949264	-427352	551	1528735	1521913
Cubes71	1619125	-1619036	-88787	66	1530338	1530250
Cubes71	1682910	-1682495	-152193	568	1530717	1530303
Cubes71	7381628	-5867184	-5850396	512	1531232	16789
Cubes71	7173375	-5744283	-5641818	756	1531557	102466
Cubes71	-2737587	2657723	1203628	216	1533959	1454096
Cubes71	-3540778	3311588	2006165	645	1534613	1305424
Cubes71	1683402	-1683031	-146642	729	1536760	1536390
Cubes71	4365723	-3927324	-2828706	27	1537017	1098619
Cubes71	4074070	-3715689	-2536609	702	1537461	1179081
Cubes71	1679616	-1679292	-139959	729	1539657	1539334
Cubes71	-1679940	1679616	139977	729	1539963	1539640
Cubes71	7099548	-5710140	-5557626	216	1541922	152515
Cubes71	-2217650	2196560	675485	125	1542165	1521076
Cubes71	6219075	-5173326	-4673538	27	1545537	499789
Cubes71	1572865	-1572863	-24576	2	1548289	1548288
Cubes71	2140011	-2124846	-591432	27	1548579	1533415
Cubes71	-2256314	2232893	707408	125	1548906	1525486
Cubes71	1739600	-1738861	-188579	80	1551021	1550283
Cubes71	-3291592	3120928	1739620	64	1551972	1381309
Cubes71	1944485	-1939157	-392074	8	1552411	1547084
Cubes71	5725526	-4864934	-4170752	64	1554774	694183
Cubes71	1594327	-1594319	-39366	128	1554961	1554954
Cubes71	2200508	-2181980	-643840	512	1556668	1538141
Cubes71	-2155284	2140011	595650	27	1559634	1544362
Cubes71	1591814	-1591810	-31212	16	1560602	1560599
Cubes71	2806339	-2723116	-1240416	27	1565923	1482701
Cubes71	-1787340	1786254	218290	64	1569050	1567965
Cubes71	2373543	-2342519	-802863	1	1570680	1539657
Cubes71	-2046025	2037468	474769	216	1571256	1562700
Cubes71	6163133	-5159274	-4591092	125	1572041	568183
Cubes71	-1592137	1592136	19665	728	1572472	1572472
Cubes71	2036498	-2028481	-463159	672	1573339	1565323
Cubes71	4711582	-4192401	-3138197	794	1573385	1054205
Cubes71	4015062	-3688598	-2440714	792	1574348	1247885
Cubes71	1596511	-1596510	-19701	730	1576810	1576810
Cubes71	3708248	-3456956	-2131204	512	1577044	1325753
Cubes71	-2738942	2667642	1160577	433	1578365	1507066
Cubes71	-6019366	5072431	4440989	764	1578377	631443
Cubes71	-2346116	2318484	766836	64	1579280	1551649
Cubes71	-2072334	2063027	492379	918	1579955	1570649
Cubes71	-4879177	4313918	3298069	908	1581108	1015850
Cubes71	-2407962	2375020	826809	1	1581153	1548212
Cubes71	1994074	-1988212	-411583	809	1582491	1576630
Cubes71	-6647132	5471671	5064263	190	1582869	407409
Cubes71	2690238	-2626664	-1104654	64	1585584	1522011
Cubes71	2353370	-2325926	-766699	125	1586671	1559228
Cubes71	-2076090	2067049	488254	713	1587836	1578796
Cubes71	-5996525	5065031	4408590	666	1587935	656442
Cubes71	-2555271	2508498	965322	729	1589949	1543177
Cubes71	2337680	-2311959	-747132	953	1590548	1564828
Cubes71	1901514	-1898786	-309158	776	1592356	1589629
Cubes71	6205129	-5203891	-4610375	343	1594754	593517
Cubes71	-2840127	2758077	1244771	161	1595356	1513307
Cubes71	-2816850	2738525	1219380	125	1597470	1519146
Cubes71	-3422291	3240215	1823472	252	1598819	1416744
Cubes71	-3670148	3435686	2070970	64	1599178	1364717
Cubes71	2887029	-2799000	-1287597	216	1599432	1511404
Cubes71	4531013	-4078769	-2930483	1	1600530	1148287
Cubes71	-4170835	3816201	2570195	601	1600640	1246007
Cubes71	-2865374	2780916	1264019	531	1601355	1516898
Cubes71	2346821	-2321476	-745461	304	1601360	1576016
Cubes71	1650775	-1650761	-48552	686	1602223	1602210
Cubes71	1646165	-1646155	-43320	250	1602845	1602836
Cubes71	1640253	-1640247	-36450	54	1603803	1603798
Cubes71	-3946165	3649369	2342173	1	1603992	1307197
Cubes71	1728720	-1728510	-123475	125	1605245	1605036
Cubes71	-1728930	1728720	123485	125	1605445	1605236
Cubes71	-4447075	4021548	2840053	594	1607022	1181496
Cubes71	4135179	-3793094	-2527012	27	1608167	1266083
Cubes71	3297813	-3143325	-1687802	64	1610011	1455524
Cubes71	1904236	-1901922	-292954	144	1611282	1608969
Cubes71	-2043308	2036865	431687	216	1611621	1605179
Cubes71	-2105213	2096165	492946	64	1612267	1603220
Cubes71	1654108	-1654100	-40344	128	1613764	1613757
Cubes71	3720369	-3480528	-2105262	729	1615107	1375267
Cubes71	4527187	-4086798	-2905548	19	1621639	1181251
Cubes71	1924978	-1922482	-302611	53	1622367	1619872
Cubes71	1647751	-1647749	-25350	2	1622401	1622400
Cubes71	2212120	-2198374	-585335	1	1626785	1613040
Cubes71	-6841455	5630754	5213335	64	1628120	417420
Cubes71	6986312	-5720501	-5357710	827	1628602	362792
Cubes71	1893530	-1891802	-264812	64	1628718	1626991
Cubes71	2480427	-2446494	-851688	27	1628739	1594807
Cubes71	-7879715	6258038	6250225	622	1629490	7814
Cubes71	-6625288	5499492	4993116	512	1632172	506377
Cubes71	1679622	-1679610	-46656	432	1632966	1632955
Cubes71	2427516	-2399033	-792456	343	1635060	1606578
Cubes71	3645939	-3431087	-2006066	20	1639873	1425022
Cubes71	-2225390	2212110	581004	64	1644386	1631107
Cubes71	2771544	-2707962	-1127109	27	1644435	1580854
Cubes71	-1817742	1817226	172281	729	1645461	1644946
Cubes71	-2492683	2459859	845224	216	1647459	1614636
Cubes71	4344232	-3966485	-2695335	668	1648897	1271151
Cubes71	-4642408	4183873	2993137	658	1649271	1190737
Cubes71	2368067	-2345915	-717383	1	1650684	1628533
Cubes71	6928826	-5705540	-5276554	512	1652272	428987
Cubes71	-7345529	5961099	5693039	729	1652490	268061
Cubes71	4071083	-3764100	-2418236	531	1652847	1345865
Cubes71	2238750	-2225390	-584496	64	1654254	1640895
Cubes71	-1797326	1797025	142875	524	1654451	1654151
Cubes71	1687298	-1687294	-32448	16	1654850	1654847
Cubes71	3039219	-2940403	-1383859	853	1655360	1556545
Cubes71	2213377	-2201646	-555590	497	1657787	1646057
Cubes71	1769472	-1769328	-110589	27	1658883	1658740
Cubes71	-1769616	1769472	110595	27	1659021	1658878
Cubes71	1799343	-1799070	-138404	343	1660939	1660667
Cubes71	-1799616	1799343	138418	343	1661198	1660926
Cubes71	-1868734	1867918	204443	35	1664291	1663476
Cubes71	1750329	-1750266	-83348	1	1666981	1666919
Cubes71	-1750392	1750329	83350	1	1667042	1666980
Cubes71	-1991595	1988827	320402	216	1671193	1668426
Cubes71	3953904	-3682728	-2280865	287	1673039	1401864
Cubes71	1715365	-1715357	-41334	128	1674031	1674024
Cubes71	3023400	-2931617	-1346505	262	1676895	1585113
Cubes71	7570488	-6119964	-5893156	512	1677332	226809
Cubes71	-4196655	3869829	2517646	550	1679009	1352184
Cubes71	-3129357	3021974	1449861	512	1679496	1572114
Cubes71	2129337	-2122651	-449232	134	1680105	1673420
Cubes71	2708644	-2658288	-1028472	64	1680172	1629817
Cubes71	2012142	-2009138	-331510	216	1680632	1677629
Cubes71	-5154270	4563578	3472954	216	1681316	1090625
Cubes71	-1818028	1817776	135692	512	1682336	1682085
Cubes71	-5147240	4560605	3462590	125	1684650	1098016
Cubes71	2080242	-2075524	-393889	295	1686353	1681636
Cubes71	-1753258	1753229	64427	960	1688831	1688803
Cubes71	-4744285	4277704	3054874	163	1689411	1222831
Cubes71	-3714666	3503508	2020920	216	1693746	1482589
Cubes71	7713730	-6222916	-6018453	27	1695277	204464
Cubes71	2040756	-2037540	-342330	216	1698426	1695211
Cubes71	-3521866	3350808	1823260	216	1698606	1527549
Cubes71	1724977	-1724975	-26136	2	1698841	1698840
Cubes71	1822500	-1822320	-121496	64	1701004	1700825
Cubes71	-3447680	3291300	1746504	64	1701176	1544797
Cubes71	-1822680	1822500	121504	64	1701176	1700997
Cubes71	-1797201	1797114	94465	568	1702736	1702650
Cubes71	-2021635	2019006	318115	216	1703520	1700892
Cubes71	4460467	-4078175	-2755337	435	1705130	1322839
Cubes71	7484294	-6094824	-5777264	216	1707030	317561
Cubes71	7403897	-6046052	-5696506	449	1707391	349547
Cubes71	-8023739	6421316	6314683	64	1709056	106634
Cubes71	6884139	-5726556	-5173326	27	1710813	553231
Cubes71	-5890970	5085365	4177910	125	1713060	907456
Cubes71	-2715551	2669318	1001824	505	1713727	1667495
Cubes71	-6743930	5640512	5029992	216	1713938	610521
Cubes71	1752051	-1752045	-38088	54	1713963	1713958
Cubes71	-1809571	1809485	94533	151	1715038	1714953
Cubes71	2215739	-2207190	-500571	8	1715168	1706620
Cubes71	-2040146	2037441	323106	1	1717040	1714336
Cubes71	3910006	-3665858	-2190667	541	1719339	1475192
Cubes71	-4637567	4215149	2918068	118	1719499	1297082
Cubes71	1885272	-1884852	-164819	181	1720453	1720034
Cubes71	2501571	-2475963	-780710	64	1720861	1695254
Cubes71	1874161	-1873828	-151950	729	1722211	1721879
Cubes71	-1874494	1874161	151968	729	1722526	1722194
Cubes71	4514594	-4126447	-2791433	224	1723161	1335015
Cubes71	2005932	-2004104	-280400	704	1725532	1723705
Cubes71	3916074	-3672925	-2190200	99	1725874	1482726
Cubes71	-2204841	2197305	478458	216	1726383	1718848
Cubes71	-3976734	3720369	2250324	729	1726410	1470046
Cubes71	2642190	-2605830	-908994	216	1733196	1696837
Cubes71	7460344	-6103516	-5727076	512	1733268	376441
Cubes71	-3488190	3333378	1754835	27	1733355	1578544
Cubes71	1779575	-1779565	-45630	250	1733945	1733936
Cubes71	-2500084	2476000	764756	512	1735328	1711245
Cubes71	-2002430	2000852	266686	64	1735744	1734167
Cubes71	1778116	-1778108	-42336	128	1735780	1735773
Cubes71	1958432	-1957480	-222052	960	1736380	1735429
Cubes71	3308435	-3186150	-1569867	512	1738568	1616284
Cubes71	5981228	-5163146	-4242120	216	1739108	921027
Cubes71	-6495014	5504232	4750920	424	1744094	753313
Cubes71	-6665692	5615896	4919382	216	1746310	696515
Cubes71	2778941	-2730751	-1031402	62	1747539	1699350
Cubes71	-3007356	2931982	1258715	27	1748641	1673268
Cubes71	1800757	-1800743	-51450	686	1749307	1749294
Cubes71	2241274	-2233443	-489933	280	1751341	1743511
Cubes71	1786526	-1786522	-33708	16	1752818	1752815
Cubes71	-2540914	2516253	779166	629	1761748	1737088
Cubes71	3933347	-3700512	-2167259	216	1766088	1533254
Cubes71	-3820289	3611679	2052293	27	1767996	1559387
Cubes71	2029390	-2027947	-261178	125	1768212	1766770
